"name","link"
"Ford EcoSport Titanium 1.0 Ecoboost Opt (Petrol) - Rs. 9,68,000","http://carzoom.in/car-specification/ford-ecosport-titanium-1-0-petrol-ecoboost-opt/"
"Ford EcoSport 1.5 TiVCT Titanium AT (Petrol) - Rs. 9,77,700","http://carzoom.in/car-specification/ford-ecosport-1-5-tivct-titanium-at-petrol/"
"Ford EcoSport 1.5 TDCi Titanium Opt (Diesel) - Rs. 10,19,200","http://carzoom.in/car-specification/ford-ecosport-1-5-tdci-diesel-titaniumo-diesel/"
"New Ford Endeavour 2.5L 2WD (Diesel) - Rs. 22,15,500","http://carzoom.in/car-specification/ford-endeavour-2-5l-2wd-diesel/"
"New Ford Endeavour 3.0L 2WD AT (Diesel) - Rs. 23,72,800","http://carzoom.in/car-specification/ford-endeavour-3-0l-2wd-at-diesel/"
"New Ford Endeavour 3.0L 4WD AT (Diesel) - Rs. 25,67,300","http://carzoom.in/car-specification/ford-endeavour-3-0l-4wd-at-diesel/"
"Ford Fiesta 1.5D Ambiente (Diesel) - Rs. 8,50,000","http://carzoom.in/car-specification/ford-fiesta-1-5d-ambiente-diesel/"
"Ford Fiesta 1.5D Trend (Diesel) - Rs. 9,39,600","http://carzoom.in/car-specification/ford-fiesta-1-5d-trend-diesel/"
"Ford Fiesta 1.5D Titanium (Diesel) - Rs. 10,18,600","http://carzoom.in/car-specification/ford-fiesta-1-5d-titanium-diesel/"
"New Ford Figo LXi 1.2 (Petrol) - Rs. 4,13,700","http://carzoom.in/car-specification/new-ford-figo-lxi-1-2-petrol/"
"New Ford Figo EXi 1.2 (Petrol) - Rs. 4,71,000","http://carzoom.in/car-specification/new-ford-figo-exi-1-2-petrol/"
"New Ford Figo ZXi 1.2 (Petrol) - Rs. 5,04,400","http://carzoom.in/car-specification/new-ford-figo-zxi-1-2-petrol/"
"New Ford Figo LXi 1.4 (Diesel) - Rs. 5,05,600","http://carzoom.in/car-specification/new-ford-figo-lxi-1-4-diesel/"
"New Ford Figo Titanium 1.2 (Petrol) - Rs. 5,45,500","http://carzoom.in/car-specification/new-ford-figo-titanium-1-2-petrol/"
"New Ford Figo EXi 1.4 (Diesel) - Rs. 5,61,800","http://carzoom.in/car-specification/new-ford-figo-exi-1-4-diesel/"
"New Ford Figo ZXi 1.4 (Diesel) - Rs. 5,94,600","http://carzoom.in/car-specification/new-ford-figo-zxi-1-4-diesel/"
"New Ford Figo Titanium 1.4 (Diesel) - Rs. 6,34,900","http://carzoom.in/car-specification/new-ford-figo-titanium-1-4-diesel/"
"Gumpert Apollo STD (Petrol) - Rs. 5,00,00,000","http://carzoom.in/car-specification/gumpert-apollo-std-petrol/"
"Honda Amaze 1.2 E MT i-VTEC (Petrol) - Rs. 5,18,900","http://carzoom.in/car-specification/honda-amazep/"
"Honda Amaze 1.2 EX MT i-VTEC (Petrol) - Rs. 5,55,000","http://carzoom.in/car-specification/honda-amazep-ex/"
"Honda Amaze 1.2 S MT i-VTEC (Petrol) - Rs. 5,94,000","http://carzoom.in/car-specification/honda-amazep-vx/"
"Honda Amaze 1.5 E MT i-DTEC (Diesel) - Rs. 6,20,500","http://carzoom.in/car-specification/honda-amazed/"
"Honda Amaze 1.2 SX MT i-VTEC (Petrol) - Rs. 6,48,000","http://carzoom.in/car-specification/honda-amaze-1-2-sx-mt-i-vtec-petrol/"
"Honda Amaze 1.5 EX MT i-DTEC (Diesel) - Rs. 6,52,500","http://carzoom.in/car-specification/honda-amazed-ex/"
"Honda Amaze 1.2 VX MT i-VTEC (Petrol) - Rs. 6,87,000","http://carzoom.in/car-specification/honda-amazep-s/"
"Honda Amaze 1.2 S AT i-VTEC (Petrol) - Rs. 6,95,000","http://carzoom.in/car-specification/honda-amazed-s/"
"Honda Amaze 1.5 S MT i-DTEC (Diesel) - Rs. 6,97,000","http://carzoom.in/car-specification/honda-amazed-sat/"
"Honda Amaze 1.5 SX MT i-DTEC (Diesel) - Rs. 7,39,000","http://carzoom.in/car-specification/honda-amaze-1-5-sx-mt-i-dtec-diesel/"
"Honda Amaze 1.5 VX MT i-DTEC (Diesel) - Rs. 7,75,500","http://carzoom.in/car-specification/honda-amazed-vx/"
"Honda Amaze 1.2 VX AT i-VTEC (Petrol) - Rs. 7,78,000","http://carzoom.in/car-specification/honda-amazed-vxat/"
"Honda Brio E MT (Petrol) - Rs. 4,21,400","http://carzoom.in/car-specification/honda-brio-emt/"
"Honda Brio EX MT (Petrol) - Rs. 4,42,900","http://carzoom.in/car-specification/honda-brio-ex-mt/"
"Honda Brio S MT (Petrol) - Rs. 4,78,400","http://carzoom.in/car-specification/honda-brio-smt/"
"Honda Brio S MT Exclusive Edition (Petrol) - Rs. 5,00,473","http://carzoom.in/car-specification/honda-brio-s-mt-exclusive-edition-petrol/"
"Honda Brio V MT (Petrol) - Rs. 5,12,000","http://carzoom.in/car-specification/honda-brio-v-mt/"
"Honda Brio VX MT (Petrol) - Rs. 5,51,500","http://carzoom.in/car-specification/honda-brio-somt/"
"Honda Brio VX AT (Petrol) - Rs. 6,30,900","http://carzoom.in/car-specification/honda-brio-v-at/"
"Honda City VX Opt (Petrol) - Rs. 10,64,000","http://carzoom.in/car-specification/honda-city-vx-opt-petrol/"
"Honda City VX Opt (Diesel) - Rs. 11,83,000","http://carzoom.in/car-specification/honda-city-vx-opt-diesel/"
"Honda CR-V 2.0L 2WD MT (Petrol) - Rs. 21,90,000","http://carzoom.in/car-specification/honda-cr-v-2-0l-2wd-mt-petrol-2/"
"Honda CR-V 2.0L 2WD AT(Petrol) - Rs. 22,85,000","http://carzoom.in/car-specification/honda-cr-v-2-0l-2wd-atpetrol/"
"Honda CR-V 2.4L 4WD AT (Petrol) - Rs. 25,09,000","http://carzoom.in/car-specification/honda-cr-v-2-4l-4wd-at-petrol-2/"
"Honda Freed 1.5 (Petrol) - Rs. 7,50,000","http://carzoom.in/car-specification/honda-freed-1-5-petrol/"
"Honda jazz - Expected Specification - Rs. 7,56,455","http://carzoom.in/car-specification/honda-jazz-expected-specification/"
"Honda Mobilio E i-VTEC (Petrol) - Rs. 6,74,700","http://carzoom.in/car-specification/honda-mobilio-e-i-vtec-petrol/"
"Honda Mobilio S i-VTEC (Petrol) - Rs. 7,80,100","http://carzoom.in/car-specification/honda-mobilio-s-i-vtec-petrol/"
"Honda Mobilio E i-DTEC (Diesel) - Rs. 8,19,200","http://carzoom.in/car-specification/honda-mobilio-e-i-dtec-diesel/"
"Honda Mobilio S i-DTEC (Diesel) - Rs. 8,92,700","http://carzoom.in/car-specification/honda-mobilio-s-i-dtec-diesel/"
"Honda Mobilio V i-VTEC (Petrol) - Rs. 9,06,100","http://carzoom.in/car-specification/honda-mobilio-v-i-vtec-petrol/"
"Honda Mobilio V Opt i-VTEC (Petrol) - Rs. 9,61,100","http://carzoom.in/car-specification/honda-mobilio-v-opt-i-vtec-petrol/"
"Honda Mobilio V i-DTEC (Diesel) - Rs. 10,08,700","http://carzoom.in/car-specification/honda-mobilio-v-i-dtec-diesel/"
"Honda Mobilio V Opt i-DTEC (Diesel) - Rs. 10,63,700","http://carzoom.in/car-specification/honda-mobilio-v-opt-i-dtec-diesel/"
"Honda Mobilio RS i-DTEC (Diesel) - Rs. 11,18,700","http://carzoom.in/car-specification/honda-mobilio-rs-i-dtec-diesel/"
"Honda Mobilio RS Opt i-DTEC (Diesel) - Rs. 11,73,700","http://carzoom.in/car-specification/honda-mobilio-rs-opt-i-dtec-diesel/"
"Hyundai Elantra 1.8 S (Petrol) - Rs. 14,13,196","http://carzoom.in/car-specification/hyundai-elantra-1-8-s-petrol/"
"Hyundai Elantra 1.6 Base (Diesel) - Rs. 14,57,677","http://carzoom.in/car-specification/hyundai-elantra-1-6-base-diesel/"
"Hyundai Elantra 1.6 S MT (Diesel) - Rs. 15,35,275","http://carzoom.in/car-specification/hyundai-elantra-1-6-s-mt-diesel/"
"Hyundai Elantra 1.8 SX MT (Petrol) - Rs. 15,41,078","http://carzoom.in/car-specification/hyundai-elantra-1-8-sx-mt-petrol/"
"Hyundai Elantra 1.8 SX AT (Petrol) - Rs. 16,49,906","http://carzoom.in/car-specification/hyundai-elantra-1-8-sx-at-petrol/"
"Hyundai Elantra 1.6 SX MT (Diesel) - Rs. 16,67,688","http://carzoom.in/car-specification/hyundai-elantra-1-6-sx-mt-petrol/"
"Hyundai Elantra 1.6 SX AT (Diesel) - Rs. 17,94,179","http://carzoom.in/car-specification/hyundai-elantra-1-6-sx-at-diesel/"
"Hyundai Eon D-LITE (Petrol) - Rs. 3,02,157","http://carzoom.in/car-specification/hyundai-eon-d-lite/"
"Hyundai Eon D-LITE+ (Petrol) - Rs. 3,31,144","http://carzoom.in/car-specification/hyundai-eon-d-lite-2/"
"Hyundai Eon ERA+ (Petrol) - Rs. 3,45,423","http://carzoom.in/car-specification/hyundai-eon-era/"
"Hyundai Eon Magna+ (Petrol) - Rs. 3,75,959","http://carzoom.in/car-specification/hyundai-eon-magna/"
"Hyundai Eon Sportz (Petrol) - Rs. 4,04,496","http://carzoom.in/car-specification/hyundai-eon-sportz/"
"Hyundai Grand i10 Era 1.2 Kappa VTVT (Petrol) - Rs. 4,63,027","http://carzoom.in/car-specification/hyundai-grand-i10-era-1-2-kappa-vtvt-petrol/"
"Hyundai Grand i10 Magna 1.2 Kappa VTVT (Petrol) - Rs. 4,82,526","http://carzoom.in/car-specification/hyundai-grand-i10-magna-1-2-kappa-vtvt-petrol/"
"Hyundai Grand i10 Sportz 1.2 Kappa VTVT (Petrol) - Rs. 5,21,929","http://carzoom.in/car-specification/hyundai-grand-i10-sportz-1-2-kappa-vtvt-petrol/"
"Hyundai Grand i10 Sportz AT (Petrol) - Rs. 5,37,752","http://carzoom.in/car-specification/hyundai-grand-i10-sportz-at-petrol/"
"Hyundai Grand i10 Asta 1.2 Kappa VTVT (Petrol) - Rs. 5,49,077","http://carzoom.in/car-specification/hyundai-grand-i10-asta-1-2-kappa-vtvt-petrol/"
"Hyundai Grand i10 Era 1.1 CRDi (Diesel) - Rs. 5,49,093","http://carzoom.in/car-specification/hyundai-grand-i10-era-1-1-crdi-diesel/"
"Hyundai Grand i10 Magna 1.1 CRDi (Diesel) - Rs. 5,68,593","http://carzoom.in/car-specification/hyundai-grand-i10-magna-1-1-crdi-diesel/"
"Hyundai Grand i10 Sportz 1.1 CRDi (Diesel) - Rs. 6,07,993","http://carzoom.in/car-specification/hyundai-grand-i10-sportz-1-1-crdi-diesel/"
"Hyundai Grand i10 Asta AT (Petrol) - Rs. 6,23,077","http://carzoom.in/car-specification/hyundai-grand-i10-asta-at-petrol/"
"Hyundai Grand i10 Asta 1.1 CRDi (Diesel) - Rs. 6,35,143","http://carzoom.in/car-specification/hyundai-grand-i10-asta-1-1-crdi-diesel/"
"Hyundai Next Gen i10 1.1 iRDE2 (Petrol) - Rs. 4,18,200","http://carzoom.in/car-specification/hyundai-next-gen-i10-1-1irde2/"
"Hyundai Next Gen i10 1.2 Kappa2 (Petrol) - Rs. 4,48,714","http://carzoom.in/car-specification/hyundai-next-gen-i10-1-2-kappa2/"
"Hyundai Next Gen i10 1.2 iRDE2 (Petrol) - Rs. 5,54,555","http://carzoom.in/car-specification/hyundai-next-gen-i10-1-2irde2/"
"Hyundai Elite i20 1.2 Era (Petrol) - Rs. 5,22,974","http://carzoom.in/car-specification/hyundai-elite-i20-1-2-era-petrol/"
"Hyundai Elite i20 1.2 Magna (Petrol) - Rs. 5,76,934","http://carzoom.in/car-specification/hyundai-elite-i20-1-2-magna-petrol/"
"Hyundai Elite i20 1.2 Sportz (Petrol) - Rs. 6,27,499","http://carzoom.in/car-specification/hyundai-elite-i20-1-2-sportz-petrol/"
"Hyundai Elite i20 1.4 Era (Diesel) - Rs. 6,35,838","http://carzoom.in/car-specification/hyundai-elite-i20-1-4-era-diesel/"
"Hyundai Elite i20 1.2 Sportz Opt (Petrol) - Rs. 6,63,060","http://carzoom.in/car-specification/hyundai-elite-i20-1-2-sportz-opt-petrol/"
"Hyundai Elite i20 1.2 Asta (Petrol) - Rs. 6,85,886","http://carzoom.in/car-specification/hyundai-elite-i20-1-2-asta-petrol/"
"Hyundai Elite i20 1.4 Magna (Diesel) - Rs. 6,89,797","http://carzoom.in/car-specification/hyundai-elite-i20-1-4-magna-diesel/"
"Hyundai Elite i20 1.4 Sportz (Diesel) - Rs. 7,43,756","http://carzoom.in/car-specification/hyundai-elite-i20-1-4-sportz-diesel/"
"Hyundai Elite i20 1.4 Sportz Opt (Diesel) - Rs. 7,75,923","http://carzoom.in/car-specification/hyundai-elite-i20-1-4-sportz-opt-diesel/"
"Hyundai Elite i20 1.4 Asta (Diesel) - Rs. 7,98,751","http://carzoom.in/car-specification/hyundai-elite-i20-1-4-asta-diesel/"
"Hyundai i20 Active Base 1.2 (Petrol) - Rs. 6,38,586","http://carzoom.in/car-specification/hyundai-i20-active-base-1-2-petrol/"
"Hyundai i20 Active S 1.2 (Petrol) - Rs. 7,09,735","http://carzoom.in/car-specification/hyundai-i20-active-s-1-2-petrol/"
"Hyundai i20 Active Base 1.4 (Diesel) - Rs. 7,63,228","http://carzoom.in/car-specification/hyundai-i20-active-base-1-4-diesel/"
"Hyundai i20 Active S 1.4 (Diesel) - Rs. 8,34,377","http://carzoom.in/car-specification/hyundai-i20-active-s-1-4-diesel/"
"Hyundai i20 Active SX 1.4 (Diesel) - Rs. 8,89,427","http://carzoom.in/car-specification/hyundai-i20-active-sx-1-4-diesel/"
"Hyundai New Santa Fe 2WD MT (Diesel) - Rs. 26,84,430","http://carzoom.in/car-specification/hyundai-new-santa-fe-2wd-mt-diesel/"
"Hyundai New Santa Fe 2WD AT (Diesel) - Rs. 28,06,784","http://carzoom.in/car-specification/hyundai-new-santa-fe-2wd-at-diesel/"
"Hyundai New Santa Fe 4WD AT (Diesel) - Rs. 30,16,727","http://carzoom.in/car-specification/hyundai-new-santa-fe-4wd-at-diesel/"
"Hyundai Sonata 2.4 GDi MT (Petrol) - Rs. 19,20,584","http://carzoom.in/car-specification/hyundai-sonata-2-4-gdi-mt-petrol/"
"Hyundai Sonata 2.4 GDi AT (Petrol) - Rs. 21,28,848","http://carzoom.in/car-specification/hyundai-sonata-2-4-gdi-at-petrol/"
"Hyundai 1.4L Gamma VTVT Base 4S Fluidic Verna (Petrol) - Rs. 7,73,903","http://carzoom.in/car-specification/hyundai-1-4l-gamma-vtvt-base-4s-fluidic-verna-petrol/"
"Hyundai 1.6L Gamma MPi VTVT S 4S Fluidic Verna (Petrol) - Rs. 8,84,939","http://carzoom.in/car-specification/hyundai-1-6l-gamma-mpi-vtvt-s-4s-fluidic-verna-petrol/"
"Hyundai 1.4L U2 CRDi Base 4S Fluidic Verna (Diesel) - Rs. 8,94,910","http://carzoom.in/car-specification/hyundai-1-4l-u2-crdi-base-4s-fluidic-verna-diesel/"
"Hyundai 1.6L Gamma MPi VTVT S Opt 4S Fluidic Verna (Petrol) - Rs. 9,38,217","http://carzoom.in/car-specification/hyundai-1-6l-gamma-mpi-vtvt-s-opt-4s-fluidic-verna-petrol/"
"Hyundai 1.6L U2 CRDi VGT S 4S Fluidic Verna (Diesel) - Rs. 9,99,900","http://carzoom.in/car-specification/hyundai-1-6l-u2-crdi-vgt-s-4s-fluidic-verna-diesel/"
"Hyundai 1.6L Gamma MPi VTVT AT S Opt 4S Fluidic Verna (Petrol) - Rs. 10,11,378","http://carzoom.in/car-specification/hyundai-1-6l-gamma-mpi-vtvt-at-s-opt-4s-fluidic-verna-petrol/"
"Hyundai 1.6L Gamma MPi VTVT SX 4S Fluidic Verna (Petrol) - Rs. 10,15,505","http://carzoom.in/car-specification/hyundai-1-6l-gamma-mpi-vtvt-sx-4s-fluidic-verna-petrol/"
"Hyundai 1.6L U2 CRDi VGT S Opt 4S Fluidic Verna (Diesel) - Rs. 10,59,241","http://carzoom.in/car-specification/hyundai-1-6l-u2-crdi-vgt-s-opt-4s-fluidic-verna-diesel/"
"Hyundai 1.6L U2 CRDi VGT SX 4S Fluidic Verna (Diesel) - Rs. 11,46,581","http://carzoom.in/car-specification/hyundai-1-6l-u2-crdi-vgt-sx-4s-fluidic-verna-diesel/"
"Hyundai 1.6L U2 CRDi VGT AT SX 4S Fluidic Verna (Diesel) - Rs. 12,19,720","http://carzoom.in/car-specification/hyundai-1-6l-u2-crdi-vgt-at-sx-4s-fluidic-verna-diesel/"
"Hyundai Xcent Base 1.2 (Petrol) - Rs. 4,96,012","http://carzoom.in/car-specification/hyundai-xcent-base-1-2-petrol/"
"Hyundai Xcent S 1.2 (Petrol) - Rs. 5,64,261","http://carzoom.in/car-specification/hyundai-xcent-s-1-2-petrol/"
"Hyundai Xcent Base 1.1 CRDi (Diesel) - Rs. 5,85,189","http://carzoom.in/car-specification/hyundai-xcent-base-1-1-crdi-diesel/"
"Hyundai Xcent S 1.2 Opt (Petrol) - Rs. 5,90,210","http://carzoom.in/car-specification/hyundai-xcent-base-1-2-opt-petrol/"
"Hyundai Xcent S 1.1 CRDi (Diesel) - Rs. 6,53,882","http://carzoom.in/car-specification/hyundai-xcent-s-1-1-crdi-diesel/"
"Hyundai Xcent SX 1.2 (Petrol) - Rs. 6,58,079","http://carzoom.in/car-specification/hyundai-xcent-sx-1-2-petrol/"
"Hyundai Xcent S 1.1 CRDi Opt (Diesel) - Rs. 6,79,827","http://carzoom.in/car-specification/hyundai-xcent-s-1-1-crdi-opt-diesel/"
"Hyundai Xcent SX 1.2 Opt (Petrol) - Rs. 6,84,030","http://carzoom.in/car-specification/hyundai-xcent-sx-1-2-opt-petrol/"
"Hyundai Xcent SX 1.1 CRDi (Diesel) - Rs. 7,47,697","http://carzoom.in/car-specification/hyundai-xcent-sx-1-1-crdi-diesel/"
"Hyundai Xcent SX AT 1.2 Opt (Petrol) - Rs. 7,58,621","http://carzoom.in/car-specification/hyundai-xcent-sx-at-1-2-opt-petrol/"
"Hyundai Xcent SX 1.1 CRDi Opt (Diesel) - Rs. 7,73,649","http://carzoom.in/car-specification/hyundai-xcent-sx-1-1-crdi-opt-diesel/"
"Isuzu MU 7 2WD (Diesel) - Rs. 21,95,000","http://carzoom.in/car-specification/isuzu-mu-7-4x2-diesel/"
"Jaguar F-Type V6 S Convertible (Petrol) - Rs. 1,49,37,004","http://carzoom.in/car-specification/jaguar-f-type-v6-s/"
"Jaguar F-Type V8 S Convertible (Petrol) - Rs. 1,74,83,389","http://carzoom.in/car-specification/jaguar-f-type-v8-s/"
"Jaguar F-Type Coupe (Petrol) - Rs. 1,22,00,000","http://carzoom.in/car-specification/jaguar-f-type-coupe-petrol/"
"Jaguar F-Type S Coupe (Petrol) - Rs. 1,34,00,000","http://carzoom.in/car-specification/jaguar-f-type-s-coupe-petrol/"
"Jaguar F-Type R Coupe (Petrol) - Rs. 1,82,00,000","http://carzoom.in/car-specification/jaguar-f-type-r-coupe-petrol/"
"Jaguar XF 2.2 Executive Edition (Diesel) - Rs. 45,12,000","http://carzoom.in/car-specification/jaguar-xf-2-2-executive-edition-diesel/"
"Jaguar XF Petrol V8 (Petrol) - Rs. 48,65,000","http://carzoom.in/car-specification/jaguar-xf-petrol-v8-petrol/"
"Jaguar XF 2.2 Luxury (Diesel) - Rs. 48,76,000","http://carzoom.in/car-specification/jaguar-xf-2-2-luxury-diesel/"
"Jaguar XF Aero Sport Edition - Rs. 52,00,000","http://carzoom.in/car-specification/jaguar-xf-aero-sport-edition/"
"Jaguar XF S V6 (Diesel) - Rs. 54,80,000","http://carzoom.in/car-specification/jaguar-xf-s-v6-diesel/"
"Jaguar XF Petrol R V8 (Petrol) - Rs. 74,21,000","http://carzoom.in/car-specification/jaguar-xf-petrol-r-v8-petrol/"
"Jaguar XJ 2.0L LWB (Petrol) - Rs. 93,75,000","http://carzoom.in/car-specification/jaguar-xj-2-0l-lwb-petrol/"
"Jaguar XJ 3.0L Turbocharged LWB (Diesel) - Rs. 99,21,392","http://carzoom.in/car-specification/jaguar-xj-3-0l-turbocharged-lwb-diesel/"
"Jaguar XK R V8 Coupe (Petrol) - Rs. 95,15,000","http://carzoom.in/car-specification/jaguar-xk-r-v8-coupe-petrol/"
"Jaguar XK R V8 Convertible (Petrol) - Rs. 1,00,20,000","http://carzoom.in/car-specification/jaguar-xk-r-v8-convertible-petrol/"
"Jaguar XK R V8 Coupe Spl (Petrol) - Rs. 1,21,75,000","http://carzoom.in/car-specification/jaguar-xk-r-v8-coupe-spl-petrol/"
"Jaguar XK R V8 Convertible Spl (Petrol) - Rs. 1,25,00,000","http://carzoom.in/car-specification/jaguar-xk-r-v8-convertible-spl-petrol/"
"Jaguar XK RS (Petrol) - Rs. 1,39,44,000","http://carzoom.in/car-specification/jaguar-xk-rs-petrol/"
"Lamborghini Huracan LP 610-4 (Petrol) - Rs. 3,43,00,000","http://carzoom.in/car-specification/lamborghini-huracan-lp-610-4-petrol/"
"Land Rover Discovery 4 3.0L TDV6 SE (Diesel) - Rs. 1,08,00,000","http://carzoom.in/car-specification/land-rover-discovery-4-3-0l-tdv6-se-diesel/"
"Land Rover Freelander 2 SE (Diesel) - Rs. 39,19,000","http://carzoom.in/car-specification/land-rover-freelander-2-se-diesel/"
"Land Rover Freelander 2 HSE (Diesel) - Rs. 44,43,000","http://carzoom.in/car-specification/land-rover-freelander-2-hse-diesel/"
"Land Rover Range Rover 3.0 V6 Diesel Vogue (Diesel) - Rs. 1,83,00,000","http://carzoom.in/car-specification/land-rover-range-rover-3-0-v6-diesel-vogue-diesel/"
"Land Rover Range Rover 4.4 SDV8 Vogue SE (Diesel) - Rs. 2,18,00,000","http://carzoom.in/car-specification/land-rover-range-rover-4-4-sdv8-vogue-se-diesel/"
"Land Rover Range Rover 4.4 SDV8 Autobiography (Diesel) - Rs. 2,25,00,000","http://carzoom.in/car-specification/land-rover-range-rover-4-4-sdv8-autobiography-diesel/"
"Land Rover Range Rover 5.0 Supercharged V8 (Petrol) - Rs. 2,32,00,000","http://carzoom.in/car-specification/land-rover-range-rover-5-0-supercharged-v8-petrol/"
"Land Rover Range Rover LWB Autobiography Black Edition(Diesel) - Rs. 3,75,00,000","http://carzoom.in/car-specification/land-rover-range-rover-lwb-autobiography-black-editiondiesel/"
"Land Rover Range Rover LWB Autobiography Black Edition(Petrol) - Rs. 3,85,00,000","http://carzoom.in/car-specification/land-rover-range-rover-lwb-autobiography-black-editionpetrol/"
"Land Rover Range Rover Evoque Pure SD4 (Diesel) - Rs. 54,99,000","http://carzoom.in/car-specification/land-rover-range-rover-evoque-pure-sd4-diesel/"
"Land Rover Range Rover Evoque Dynamic SD4 (Diesel) - Rs. 62,99,000","http://carzoom.in/car-specification/land-rover-range-rover-evoque-dynamic-sd4-diesel/"
"Land Rover Range Rover Evoque Prestige SD4 (Diesel) - Rs. 63,86,000","http://carzoom.in/car-specification/land-rover-range-rover-evoque-prestige-sd4-diesel/"
"Land Rover Range Rover Evoque Dynamic Si4 Coupe (Petrol) - Rs. 95,50,000","http://carzoom.in/car-specification/land-rover-range-rover-evoque-dynamic-si4-coupe-petrol/"
"Land Rover Range Rover Sport SE (Diesel) - Rs. 1,25,04,562","http://carzoom.in/car-specification/land-rover-range-rover-sport-se-diesel/"
"Land Rover Range Rover Sport 3.0 TDV6 HSE (Diesel) - Rs. 1,44,00,000","http://carzoom.in/car-specification/land-rover-range-rover-sport-3-0-tdv6-hse-diesel-diesel/"
"Land Rover Range Rover Sport 5.0 V8 Supercharged (Petrol) - Rs. 1,66,00,000","http://carzoom.in/car-specification/land-rover-range-rover-sport-5-0-v8-supercharged-petrol/"
"Mahindra Bolero SLE (Diesel) - Rs. 7,31,476","http://carzoom.in/car-specification/mahindra-bolero-sle/"
"Mahindra Bolero SLX (Diesel) - Rs. 7,84,392","http://carzoom.in/car-specification/mahindra-bolero-slx/"
"Mahindra Bolero ZLX (Diesel) - Rs. 8,00,974","http://carzoom.in/car-specification/mahindra-bolero-zlx/"
"Mahindra e2o T2 - Rs. 5,92,649","http://carzoom.in/car-specification/mahindra-e2o-t2/"
"Mahindra e2o T20 (Electric) - Rs. 6,43,138","http://carzoom.in/car-specification/mahindra-e2o-t20-electric/"
"Mahindra Quanto C2 (Diesel) - Rs. 6,41,670","http://carzoom.in/car-specification/mahindra-quanto-c2/"
"Mahindra Quanto C4 (Diesel) - Rs. 7,29,562","http://carzoom.in/car-specification/mahindra-quanto-c4/"
"Mahindra Quanto C6 (Diesel) - Rs. 7,76,009","http://carzoom.in/car-specification/mahindra-quanto-c6/"
"Mahindra Quanto C8 (Diesel) - Rs. 8,26,792","http://carzoom.in/car-specification/mahindra-quanto-c8/"
"Mahindra Scorpio S2 (Diesel) - Rs. 8,69,253","http://carzoom.in/car-specification/mahindra-scorpio-s2-diesel/"
"Mahindra Scorpio S4 (Diesel) - Rs. 9,29,671","http://carzoom.in/car-specification/mahindra-scorpio-s4-diesel/"
"Mahindra Scorpio S6 (Diesel) - Rs. 10,48,446","http://carzoom.in/car-specification/mahindra-scorpio-s6-diesel/"
"Mahindra Scorpio S6 PLUS (Diesel) - Rs. 10,79,648","http://carzoom.in/car-specification/mahindra-scorpio-s6-plus-diesel/"
"Mahindra Scorpio S4 4WD (Diesel) - Rs. 10,84,422","http://carzoom.in/car-specification/mahindra-scorpio-s4-4wd-diesel/"
"Mahindra Scorpio S8 (Diesel) - Rs. 11,68,114","http://carzoom.in/car-specification/mahindra-scorpio-s8-diesel/"
"Mahindra Scorpio S10 (Diesel) - Rs. 12,32,660","http://carzoom.in/car-specification/mahindra-scorpio-s10-diesel/"
"Mahindra Scorpio S10 4WD (Diesel) - Rs. 13,45,358","http://carzoom.in/car-specification/mahindra-scorpio-s10-4wd-diesel/"
"Mahindra Thar DI 2WD (Diesel) - Rs. 4,75,817","http://carzoom.in/car-specification/mahindra-thar-di-2wd/"
"Mahindra Thar DI 4WD (Diesel) - Rs. 5,26,221","http://carzoom.in/car-specification/mahindra-thar-di-4wd/"
"Mahindra Thar CRDe 4WD (Diesel) - Rs. 7,35,292","http://carzoom.in/car-specification/mahindra-thar-crde-4x4/"
"Mahindra Verito 1.5 D2 BS-III (Diesel) - Rs. 6,73,293","http://carzoom.in/car-specification/mahindra-verito-1-5-d2-bs-iii/"
"Mahindra Verito 1.5 D4 BS-III (Diesel) - Rs. 6,96,287","http://carzoom.in/car-specification/mahindra-verito-1-5-d4-bs-iii/"
"Mahindra Verito 1.5 D6 BS-III (Diesel) - Rs. 7,65,945","http://carzoom.in/car-specification/mahindra-verito-1-5-d6-bs-iii/"
"Mahindra Verito 1.5 D6 BS-IV EXECUTIVE (Diesel) - Rs. 7,75,662","http://carzoom.in/car-specification/mahindra-verito-1-5-d6-bs-iv/"
"Mahindra Verito Vibe (CS) 1.5 D2 (Diesel) - Rs. 6,00,962","http://carzoom.in/car-specification/mahindra-verito-vibe-cs-1-5-d2/"
"Mahindra Verito Vibe (CS) 1.5 D4 (Diesel) - Rs. 6,28,361","http://carzoom.in/car-specification/mahindra-verito-vibe-cs-1-5-d4/"
"Mahindra Verito Vibe (CS) 1.5 D6 (Diesel) - Rs. 6,90,658","http://carzoom.in/car-specification/mahindra-verito-vibe-cs-1-5-d6/"
"Mahindra XUV500 W4 (Diesel) - Rs. 11,20,668","http://carzoom.in/car-specification/mahindra-xuv500-w4-diesel/"
"Mahindra XUV500 W6 (Diesel) - Rs. 12,47,871","http://carzoom.in/car-specification/mahindra-xuv500-w6/"
"Mahindra XUV500 W8 (Diesel) - Rs. 14,17,933","http://carzoom.in/car-specification/mahindra-xuv500-w8/"
"Mahindra XUV-500 Xclusive Edition (Diesel) - Rs. 14,49,000","http://carzoom.in/car-specification/mahindra-xuv-500-xclusive-edition-diesel/"
